Time,Te,Ghs,Dfs,Ws,Wd,RH
3575,6,0.37,0.17,2.83,271.1,69.72
3576,5.87,0.37,0.17,2.68,264.15,70.69
3577,5.5,0.37,0.17,2.26,258.25,73.76
3578,4.79,0.36,0.17,1.94,245.45,76.73
3579,4.32,0.35,0.17,1.54,233.35,77.65
3580,4.21,0.34,0.17,1.52,232.8,77.9
3581,4.19,0.34,0.17,1.61,227.85,78.08
3582,4.16,0.34,0.17,1.25,218.65,78.3
3583,4.2,0.34,0.17,1.25,234.1,77.95
3584,4.34,0.34,0.17,1.85,282.3,77.56
3585,4.34,0.34,0.17,2.18,308.55,78.22
3586,4.32,0.34,0.17,2.43,288.75,78.54
3587,4.36,0.34,0.17,2.29,259.35,78.69
3588,4.33,0.34,0.17,1.81,236.25,79.12
3589,4.35,0.34,0.17,1.86,270.8,78.93
3590,4.37,0.34,0.17,1.81,275.75,79.39
3591,4.28,0.34,0.17,1.61,256.6,80.6
3592,4.11,0.34,0.17,1.39,271.95,81.25
3593,4.06,0.34,0.17,1.39,218.05,81.2
3594,3.74,0.34,0.17,1.38,191.85,83.8
3595,3.17,0.34,0.17,1.77,208.7,86.2
3596,3.24,0.34,0.17,2.23,215.2,85.25
3597,3.67,0.34,0.17,2.09,237.05,83.95
3598,3.78,0.34,0.17,1.8,237.3,83.6
3599,3.49,0.34,0.17,1.55,219.8,85.25
3600,3.08,0.34,0.17,1.41,120.41,87.1
3601,3.02,0.34,0.17,1.06,126.81,87.25
3602,3.02,0.34,0.17,0.76,216.15,87.6
3603,2.94,0.34,0.17,0.87,237.65,87.65
3604,2.88,0.34,0.17,1,209.4,88.3
3605,2.38,0.34,0.17,1.36,133.2,90.35
3606,2.09,0.34,0.17,1.24,118.25,90.9
3607,2.07,0.34,0.17,0.53,159.95,91.25
3608,1.87,0.34,0.17,0.4,250.35,92.05
3609,1.49,0.34,0.17,0.76,221.15,93.3
3610,1.23,0.34,0.17,1.56,125.65,94.1
3611,1.53,0.34,0.17,1.26,84.86,93.35
3612,1.77,0.34,0.17,0.47,52.74,92.7
3613,1.39,0.34,0.17,0.69,112.33,93.75
3614,0.92,0.34,0.17,0.82,157.35,95.55
3615,1,0.34,0.17,0.73,151.15,95.75
3616,1.26,0.34,0.17,0.77,141.05,95.25
3617,1.29,0.34,0.17,0.91,133.25,95.2
3618,1.03,0.34,0.17,1.28,147.6,96
3619,1.19,0.34,0.17,1.31,142.4,96.15
3620,1.3,0.34,0.17,1.06,144.9,95.9
3621,1.01,0.34,0.17,1.25,148.2,96.6
3622,0.98,0.34,0.17,1.26,136.55,97.2
3623,1.12,0.34,0.17,0.87,131.75,96.95
3624,1.22,0.34,0.17,0.76,136.15,96.65
3625,1.28,0.34,0.17,0.81,132.35,96.6
3626,1.34,0.34,0.17,0.77,102.65,96.2
3627,1.29,0.34,0.17,0.74,103.05,96.2
3628,1.41,0.34,0.17,0.9,133.35,95.7
3629,1.45,0.34,0.17,1.07,129.05,95.4
3630,1.26,0.34,0.17,1.03,127.85,96.05
3631,1.23,0.39,0.21,1.24,145.4,96.3
3632,1.35,0.99,0.68,1.45,154.3,96.4
3633,1.43,2.5,2.05,1.46,156.55,96.65
3634,1.51,5.18,4.75,1.72,173.95,96.85
3635,1.79,10.25,9.73,2.07,172.35,96.45
3636,2.16,20.33,19.39,1.77,151.6,95.6
3637,2.39,32.05,30.3,1.09,116.2,94.9
3638,2.48,40.02,37.73,0.84,119.3,94.35
3639,2.45,46.75,44.66,1.27,156.5,94.35
3640,2.53,53.22,51.55,2.01,159.1,94
3641,2.81,68.89,66.13,2.33,153.65,92.7
3642,3.12,98.7,87.3,2.01,158.75,91.6
3643,3.34,119.35,100.35,1.68,175.25,90.9
3644,3.55,132.15,112.5,1.73,193.15,90.15
3645,3.82,131.55,119.3,1.82,183.2,89.35
3646,4.11,121.7,116.5,1.57,176.05,88.45
3647,4.41,144.95,116.9,1.47,196.95,85.9
3648,4.94,219.9,128.15,2.2,195.75,82.3
3649,5.4,276.75,149.05,2.85,186,79.75
3650,5.71,317.3,174.55,3.2,201.65,77.15
3651,6.12,321.95,195.75,3.42,195.2,76.08
3652,6.29,277.4,199.05,3.26,157.7,76.31
3653,6.35,314.8,202.85,2.99,143.2,76.22
3654,6.47,371.15,205.65,2.95,155.4,76.65
3655,6.79,414.55,201.6,2.76,170.95,76.34
3656,7.19,426.4,185.7,2.47,197.1,74.38
3657,7.7,422.85,158.8,3.01,211.15,69.58
3658,8.26,440.4,203.1,3.47,181.15,69.59
3659,8.38,537.5,248.15,4.21,171.45,70.87
3660,8.55,616.55,215.15,4.51,198.05,68.5
3661,8.78,584.6,230.35,4.37,181.2,68.35
3662,8.72,460.65,275.2,4.27,180.75,66.54
3663,8.81,332.15,283.2,3.99,201.75,63.82
3664,8.98,379.7,297.85,4.39,184.55,62.99
3665,9.27,397.6,307.6,4.21,200.6,61.16
3666,9.44,290.8,262.55,3.66,271.3,60.16
3667,9.27,212.3,206.25,3.57,258.75,62.54
3668,9.09,201.8,194.95,4.37,201.15,65.24
3669,8.95,204.1,197.75,4.96,212.6,65.59
3670,8.89,181.7,176.95,4.84,216.65,65.66
3671,8.82,149.1,145.1,5.08,209.15,66.75
3672,8.8,121.5,118.1,4.5,215.35,68.14
3673,8.85,115,111.75,4.35,224.2,70.67
3674,8.47,124.9,121.45,5.47,241.2,76.43
3675,7.83,135.65,132.4,5.44,228.35,82.5
3676,7.63,171.85,168.2,4.44,201.95,83.75
3677,7.56,158.6,154.7,4.67,223.75,83.6
3678,7.38,110,106.85,5.38,244.6,84.85
3679,7.2,93.05,90.55,5.35,208.05,86.35
3680,6.99,83.4,81.15,5.18,167.1,88.25
3681,6.79,72.76,70.88,4.97,180.85,90.1
3682,6.72,65.28,63.55,4.93,187.45,90.65
3683,6.73,67.09,65.32,4.75,203,91.25
3684,6.74,66.49,64.71,4.44,217.85,91.3
3685,6.76,65.84,64.03,4.35,207.2,90.9
3686,6.89,79.28,77.16,4.69,187.35,90.55
3687,7.04,103.05,100.4,4.94,203.1,90.05
3688,7.22,122,119.05,4.91,219.25,89.85
3689,7.55,132.75,129.8,4.71,218.8,89
3690,7.85,127.25,124.45,4.95,229.6,88.05
3691,8.03,115.25,112.55,5.18,233.75,87.95
3692,8.13,118.5,115.8,5.05,225.75,88.7
3693,8.18,123.9,120.65,4.97,207.2,89.45
3694,8.31,150.75,145.15,4.92,214.95,89.4
3695,8.46,140.75,135.7,5.34,222.45,89.15
3696,8.53,102.9,100.05,5.37,223.95,89.1
3697,8.65,130.3,126.35,4.96,228,88.4
3698,8.95,163.4,157.25,4.99,227.6,86.75
3699,9.2,134.85,130.15,4.96,192.05,85.95
3700,9.35,95.65,93.9,4.95,199.05,85.55
3701,9.55,107,105.3,4.66,231.4,84.7
3702,9.67,99.56,97.62,4.82,245.45,85.1
3703,9.68,72.82,70.75,5.51,230.5,85.4
3704,9.72,68.78,67.09,5.44,203.2,84.8
3705,9.77,48.38,47.29,5.37,208.65,85.6
3706,9.69,30.4,29.39,5.13,215.15,86.35
3707,9.69,31.72,30.52,4.97,236.7,86
3708,9.79,27.63,26.41,5.18,243.8,86.05
3709,9.85,19.09,18.14,5,223.85,86.1
3710,9.97,14.37,13.6,4.54,205.55,85.8
3711,10.1,13.26,12.52,4.62,205.3,85.45
3712,10.17,9.72,8.95,4.84,214.7,85.45
3713,10.18,6.11,5.51,4.47,217.25,85.8
3714,10.16,3.62,3.24,4.1,235.35,86.2
3715,10.18,2.4,2.03,3.93,233.5,86.4
3716,10.23,1.5,1.14,3.76,211.45,86.25
3717,10.32,0.64,0.33,3.67,214.5,86.1
3718,10.44,0.49,0.17,3.73,231.15,85.95
3719,10.55,0.48,0.17,3.65,297.1,85.85
3720,10.64,0.49,0.17,3.45,287.3,85.85
3721,10.67,0.49,0.17,3.44,226.95,85.85
3722,10.69,0.47,0.17,3.28,221.75,85.5
3723,10.77,0.46,0.17,3.13,255.2,84.85
3724,10.84,0.46,0.17,3.22,259.5,84.6
3725,10.9,0.49,0.17,3.43,174.4,84.25
3726,11.01,0.5,0.17,3.49,176.55,83.8
3727,11.1,0.51,0.17,2.95,203.25,83.95
3728,11.08,0.51,0.17,2.64,225.4,84.5
3729,11.03,0.51,0.17,2.98,235.6,84.95
3730,11.03,0.51,0.17,3.04,213.35,85.05
3731,11.07,0.5,0.17,3.07,221.8,84.8
3732,11.15,0.5,0.17,3.38,192,84.15
3733,11.27,0.5,0.17,3.56,228.4,83.35
3734,11.37,0.5,0.17,3.81,269.45,82.7
3735,11.4,0.51,0.17,3.85,218.45,82.7
3736,11.36,0.51,0.17,3.83,221,82.95
3737,11.34,0.51,0.17,4.16,246.85,82.8
3738,11.33,0.51,0.17,4.11,242.45,82.85
3739,11.3,0.51,0.17,3.9,250.15,83.05
3740,11.22,0.51,0.17,3.84,242.75,83.3
3741,11.15,0.51,0.17,4.13,224.6,83.6
3742,11.07,0.51,0.17,4.65,233,83.8
3743,10.99,0.51,0.17,4.54,257.9,83.95
3744,10.95,0.5,0.17,4.16,225,83.6
3745,10.95,0.5,0.17,3.66,214.8,83.55
3746,10.93,0.5,0.17,3.62,235.2,83.75
3747,10.87,0.5,0.17,3.93,249.6,83.5
3748,10.83,0.51,0.17,3.86,250.95,82.9
3749,10.83,0.51,0.17,3.86,234.2,82.15
3750,10.81,0.51,0.17,3.75,241.85,82.25
3751,10.75,0.51,0.17,3.78,239.65,82.65
3752,10.71,0.51,0.17,3.98,248.75,82.8
3753,10.67,0.51,0.17,3.67,230.8,82.85
3754,10.61,0.51,0.17,3.25,224.1,82.7
3755,10.57,0.5,0.17,2.91,223.35,82.95
3756,10.49,0.5,0.17,2.88,230.85,84.2
3757,10.3,0.5,0.17,3.11,256.75,85.8
3758,10.11,0.51,0.17,3.05,243.75,86
3759,10.06,0.51,0.17,2.98,257.2,85.5
3760,10.05,0.51,0.17,2.8,246.5,85.75
3761,10.07,0.51,0.17,3.02,232.45,85.7
3762,10.11,0.51,0.17,4.13,267.85,85.3
3763,10.09,0.51,0.17,4.19,267.95,85.45
3764,9.99,0.51,0.17,3.42,241.25,86.2
3765,9.89,0.5,0.17,3.48,248.3,86.8
3766,9.78,0.5,0.17,3.19,248.1,87.1
3767,9.7,0.5,0.17,2.79,189.95,87.15
3768,9.66,0.49,0.17,3.05,195.9,87.55
3769,9.59,0.49,0.17,2.95,236.85,88.5
3770,9.52,0.5,0.17,2.81,243.4,88.85
3771,9.49,0.49,0.17,2.87,247.3,88.85
3772,9.49,0.49,0.17,2.85,198.85,88.3
3773,9.51,0.48,0.17,3.17,203.1,87.55
3774,9.51,0.48,0.17,2.95,232.8,87.5
3775,9.49,0.48,0.17,2.51,220.65,87.4
3776,9.48,0.49,0.17,2.41,253.55,87.2
3777,9.49,0.51,0.17,2.54,265.45,87.15
3778,9.49,0.67,0.37,2.82,237,87.05
3779,9.49,1.41,1.12,3.04,221.3,86.8
3780,9.48,3.52,3.17,3.4,254.1,86.95
3781,9.41,7.28,6.86,3.91,272.65,87.75
3782,9.34,8.1,7.66,3.58,251.1,88.4
3783,9.28,11.4,10.72,3.59,234.45,89.05
3784,9.22,19.55,18.54,3.63,231.75,89.7
3785,9.18,24.31,23.2,2.7,241.85,90.3
3786,9.15,28.6,27.4,2.62,237.75,91
3787,9.11,30.56,29.31,2.86,250.35,91.15
3788,9.11,28.48,27.22,2.64,246.7,91
3789,9.16,28.41,27.15,2.52,228.6,90.7
3790,9.23,32.69,31.38,2.51,218.05,90.4
3791,9.29,35.53,34.19,2.37,225.8,90.45
3792,9.35,38.38,36.98,2.67,246.8,90.55
3793,9.41,44.42,43.03,2.98,261.7,90.5
3794,9.44,45.69,44.31,3.07,268.75,90.7
3795,9.42,45.02,43.59,2.85,252.85,91.2
3796,9.4,47.2,45.64,2.74,243.7,91.35
3797,9.43,50.71,49.29,2.86,272.5,91
3798,9.53,49.39,48.05,2.62,267.8,90.3
3799,9.7,45.67,44.2,2.79,225.3,89.6
3800,9.81,44.58,43.23,2.8,140.88,89.45
3801,9.82,45.58,44.15,2.82,131.49,89.8
3802,9.8,46,44.49,3.01,215.25,90.5
3803,9.76,45.29,43.85,2.79,258.9,91.1
3804,9.74,48.69,47.05,2.76,255.55,91.7
3805,9.65,52.14,50.38,2.59,237.85,93.45
3806,9.49,54.58,52.84,2.48,251.95,94.8
3807,9.5,58.22,56.43,2.4,245.15,94.3
3808,9.71,61.68,60.02,2.33,136.07,93
3809,9.96,64.08,62.44,2.81,147.33,91.75
3810,10.1,65.14,63.22,3.2,219.15,91.5
3811,10.09,67.11,65.2,2.99,201.8,92.1
3812,10.09,83.44,81.44,3.06,219.3,92.1
3813,10.26,109.15,106.3,2.96,251.75,91.2
3814,10.49,110.55,107.45,2.8,235,90.45
3815,10.61,85.73,83.34,2.94,193.55,90.35
3816,10.6,72.59,70.68,3.23,219.1,90.4
3817,10.55,80.81,78.74,3.26,244.95,90.55
3818,10.57,84.15,81.49,2.95,214.45,90.7
3819,10.63,76.89,74.24,3.37,219.15,90.35
3820,10.68,81.45,78.7,3.7,265.3,89.7
3821,10.79,98.6,95.45,3.6,257.4,89.1
3822,10.88,107.95,105.25,3.76,244.85,89.25
3823,10.93,109.15,106.4,3.54,219.2,89.9
3824,11.01,111,107.85,2.99,180.75,89.55
3825,11.1,114.3,111.2,2.9,244.6,88.75
3826,11.22,118.1,115.35,2.7,281.75,88.35
3827,11.38,126.55,123.8,2.67,230.4,87.55
3828,11.53,130.85,127.55,3.07,252.25,86.65
3829,11.65,122.6,119.05,3.62,273,86.3
3830,11.72,106.25,102.95,4.02,249.7,86.15
3831,11.75,97.2,94.65,3.6,254.15,86.1
3832,11.8,83.11,81.22,3.37,266.45,85.5
3833,11.88,61.75,60.01,3.84,252.35,84.35
3834,11.97,55.26,53.51,3.93,242.95,83.7
3835,12.03,53.15,51.5,3.63,250.3,83.4
3836,12.09,54.03,52.41,3.36,249.3,82.85
3837,12.11,57.01,55.2,3.45,262.45,82.8
3838,12.12,55.96,54.22,3.59,251.15,83.5
3839,12.07,50.97,49.53,3.47,224.35,84.4
3840,11.93,45.88,44.4,3.52,233.05,85.5
3841,11.81,41.4,40.1,3.24,226.95,86.3
3842,11.76,36.28,35.17,2.81,240.55,86.6
3843,11.7,32.16,30.74,2.85,262.35,86.95
3844,11.65,26.49,25.16,2.66,249.95,87.35
3845,11.61,18.61,17.76,2.29,235.9,88.25
3846,11.51,11.95,11.35,2.18,229.9,88.85
3847,11.41,9.36,8.9,2.67,233.4,87.9
3848,11.35,10.24,9.71,2.7,215.5,87.4
3849,11.27,11.84,11.18,2.4,191.85,87.7
3850,11.2,10.13,9.52,2.64,207.05,87.7
3851,11.16,7.94,7.39,2.37,230.55,87.65
3852,11.17,8.27,7.72,2.01,220.65,87.65
3853,11.2,8.28,7.79,2.46,211.4,88.1
3854,11.14,7.48,6.97,2.77,230.9,89.25
3855,10.96,6.49,6.02,2.48,234.8,91.1
3856,10.73,4.45,4.12,2.23,236.3,93.35
3857,10.47,2.32,1.97,1.96,233.3,95.1
3858,10.28,1.51,1.08,1.87,241.1,95.9
3859,10.17,0.95,0.56,1.86,254.75,96.2
3860,10.13,0.55,0.22,2.28,270.8,95.2
3861,10.16,0.5,0.17,2.54,262.95,93.5
3862,10.15,0.5,0.17,2.54,250.9,93
3863,10.1,0.49,0.17,2.29,223.75,93.15
3864,10.07,0.49,0.17,2.25,169.2,92.45
3865,10.1,0.49,0.17,2.53,186.75,92
3866,10.12,0.49,0.17,2.2,204.25,92.65
3867,10.06,0.49,0.17,1.92,214.8,92.65
3868,10.1,0.49,0.17,2.19,238.85,91.05
3869,10.23,0.48,0.17,2.45,232.15,89.55
3870,10.27,0.48,0.17,2.34,220.15,89.5
3871,10.22,0.49,0.17,2.43,228.3,89.45
3872,10.19,0.49,0.17,2.65,242.4,88.9
3873,10.21,0.49,0.17,2.75,228.5,88.35
3874,10.22,0.49,0.17,2.62,229,87.85
3875,10.23,0.49,0.17,3.03,238.1,87.2
3876,10.23,0.49,0.17,3.51,237.8,86.85
3877,10.21,0.49,0.17,3.6,233.1,86.85
3878,10.18,0.5,0.17,3.53,240.55,86.8
3879,10.13,0.5,0.17,2.96,241.6,87.15
3880,10.04,0.5,0.17,3.08,245.5,88.05
3881,9.85,0.5,0.17,3.31,255.6,89.35
3882,9.62,0.5,0.17,2.77,247.7,90.55
3883,9.48,0.48,0.17,2.74,234,90.7
3884,9.43,0.48,0.17,3.18,189.7,90.65
3885,9.32,0.46,0.17,3.18,184.7,91.15
3886,9.19,0.45,0.17,3,234.15,91.2
3887,9.1,0.46,0.17,3.01,228.05,91.45
3888,8.92,0.47,0.17,2.97,188.65,92.55
3889,8.76,0.49,0.17,3.06,210.65,93.35
3890,8.73,0.48,0.17,3.24,234.15,93.15
3891,8.81,0.46,0.17,2.94,214.45,92.4
3892,8.93,0.45,0.17,2.83,221.05,91.15
3893,9.03,0.45,0.17,2.97,241.85,90.35
3894,9.09,0.45,0.17,3.08,238.15,90.85
3895,9.01,0.47,0.17,2.99,268.15,92.35
3896,8.85,0.48,0.17,2.72,271.7,93.8
3897,8.76,0.48,0.17,2.53,198.25,94.55
3898,8.69,0.48,0.17,2.47,203.5,95.3
3899,8.64,0.48,0.17,3.22,280.85,95.7
3900,8.59,0.47,0.17,3.2,289.25,95.85
3901,8.55,0.47,0.17,2.51,238.55,96.15
3902,8.56,0.47,0.17,2.58,231.55,96.1
3903,8.62,0.47,0.17,2.65,249.2,95.9
3904,8.68,0.45,0.17,2.97,221.5,95.9
3905,8.66,0.46,0.17,3.03,201.3,95.75
3906,8.62,0.46,0.17,2.97,215.05,95.8
3907,8.56,0.46,0.17,3.27,230.5,95.95
3908,8.51,0.44,0.17,3.27,200.7,95.85
3909,8.48,0.42,0.17,2.98,205.35,95.9
3910,8.45,0.43,0.17,2.65,259.2,96.1
3911,8.44,0.44,0.17,2.6,269.05,95.85
3912,8.46,0.44,0.17,2.81,234,95.55
3913,8.48,0.44,0.17,2.92,211.5,95.65
3914,8.49,0.44,0.17,2.97,244.3,95.6
3915,8.5,0.45,0.17,3.57,261.75,95.3
3916,8.47,0.45,0.17,4.5,264.85,95.4
3917,8.32,0.46,0.17,4.37,293.2,96.45
3918,8.09,0.45,0.17,3.37,300.25,97.6
3919,7.93,0.45,0.18,3.24,286.2,97.95
3920,7.85,0.69,0.42,3.5,274.75,97.7
3921,7.82,1.45,1.13,2.98,285.25,97.35
3922,7.81,3.59,3.2,2.58,296.15,97
3923,7.83,5.76,5.33,2.79,279.95,96.35
3924,7.83,12.55,11.87,2.58,270.1,95.75
3925,7.79,20.4,19.53,2.44,274,94.75
3926,7.73,20.2,19.33,2.61,298.3,93.75
3927,7.64,20.89,20.01,2.63,319.55,93.4
3928,7.52,23.33,22.39,2.41,284.3,93.5
3929,7.41,22.54,21.54,1.93,261.45,93.95
3930,7.32,33.42,32.04,2.22,284.9,93.4
3931,7.3,51.16,49.37,2.81,288.35,92.65
3932,7.34,68.87,67.03,3.03,261.8,92.45
3933,7.36,71.21,69.28,4.08,255.65,92.05
3934,7.27,79.45,77.14,5.17,274.9,91.6
3935,7.17,94.25,91.7,4.31,297.15,91.65
3936,7.14,111.2,101.05,3.54,301.4,90.1
3937,7.18,222,129.45,4.33,297.35,84.55
3938,7.29,305.5,131.2,5.44,320.85,81.35
3939,7.37,321.7,112.3,5.15,293.5,81.45
3940,7.62,424.8,97.55,4.23,279.3,76.87
3941,7.88,490,96,4.52,314.15,72.96
3942,7.98,460.5,114.35,4.86,312.9,73.09
3943,8.16,493.2,141.65,4.78,318.15,72.24
3944,8.32,530.4,176.95,5.14,330.3,71
3945,8.39,477.7,176.2,5.26,330.25,68.9
3946,8.49,469.75,146.2,5.49,331.75,65
3947,8.45,485.4,141.1,5.86,316.95,64.99
3948,8.54,484.6,146,5.24,310.4,64.81
3949,8.84,568.35,152.4,4.97,322.6,61.19
3950,9.03,620.1,195.85,5.26,327.15,60.49
3951,8.97,478.3,241.65,5.66,333.95,62.39
3952,8.99,478,246.6,5.61,313.7,60.75
3953,9.05,525.15,218.5,5.41,305.05,57.58
3954,8.79,367.05,179.8,5.5,324.75,59.7
3955,8.73,344.75,195.1,5.15,316.4,61.65
3956,8.9,433.45,235.3,4.58,318,61.97
3957,9.27,629.45,248.25,4.5,328.15,59.54
3958,9.76,717.45,246.5,5.09,307.6,56.33
3959,9.87,674.5,217.55,5.58,296.4,57.11
3960,9.59,580.2,248.3,6.15,316.4,62.43
3961,8.92,357.9,274,6.22,312.95,65.69
3962,8.75,464.35,209.1,5.63,319.05,64.09
3963,8.99,521.5,187.95,5.33,316,62.39
3964,8.91,441.3,217.7,4.66,292.35,61.96
3965,8.87,536.95,183.9,4.64,280.95,63.35
3966,9.23,596.7,151.9,5.07,279.35,59.61
3967,9.78,663.65,209.45,5.08,304.35,53.94
3968,10.09,657.3,243.15,5.45,330.3,59.3
3969,9.69,559.3,204.9,5.38,344.75,64.81
3970,9.16,519.2,135.25,4.97,177.35,63.05
3971,9.26,511.05,135.2,4.9,170.41,63.14
3972,9.18,309.25,150.05,4.94,335.7,66.89
3973,8.75,165.8,142.8,4.58,333.35,69.63
3974,8.61,248.75,139.8,4.24,327.65,65.15
3975,8.84,240.5,121.3,4.95,318.65,59.58
3976,8.92,206.8,128.85,5.33,319.95,57.1
3977,9.21,399.4,128.75,4.83,304.2,52.87
3978,9.74,517.55,141.6,4.87,299.85,49.54
3979,9.82,458.5,140.65,5.45,326.9,49.08
3980,9.66,398.9,137.5,5.7,335.2,48.41
3981,9.61,280,178.35,4.94,324.25,47.2
3982,9.57,201.45,189.45,4.59,313.6,47.65
3983,9.39,182.7,174.7,5.1,306.15,48.54
3984,9.25,194.25,174.8,5.13,284,48.49
3985,9.23,188.65,168.3,4.78,291.25,48.95
3986,9.21,172.7,165.9,4.74,316.9,47.69
3987,9.2,170.5,163.9,4.97,320.9,47.1
3988,9.16,164.3,155.45,5.03,319.55,48.34
3989,9.27,246.4,164.1,4.9,318.25,49.92
3990,9.71,336.65,160.6,4.54,300.6,49.75
3991,9.66,289.3,120.9,4.9,301.7,48.87
3992,9.28,240.35,87.3,4.67,292.4,48.31
3993,9.29,236.4,72.22,4.19,292.45,47.76
3994,9.11,157.9,59.71,4.61,322.25,48.86
3995,8.68,81.28,57.61,3.82,307.2,49.4
3996,8.52,65.91,59.56,3.48,308.3,52.15
3997,8.43,56.77,54.61,4.08,335,56.9
3998,8.21,54.54,49.96,4.01,326.1,58.58
3999,8.02,53.42,47.58,4.08,333,60.78
4000,7.8,46.85,41.21,4.14,178.96,64.16
4001,7.58,35.38,30.9,3.62,166.01,65.61
4002,7.37,21.89,20.14,3.35,332.1,66.46
4003,7.23,14.02,13.22,3.06,334.65,67.41
4004,7.12,8.37,7.76,2.32,334.35,68.27
4005,6.97,3.6,3.22,1.75,321.25,67.91
4006,6.87,1.24,0.97,1.77,313.85,66.97
4007,6.78,0.43,0.24,2.02,323.95,66.39
4008,6.7,0.36,0.17,2.34,326.95,65.96
4009,6.58,0.35,0.17,2.13,304.15,65.83
4010,6.43,0.35,0.17,1.79,288,66.3
4011,6.35,0.35,0.17,1.77,313.4,67.44
4012,6.16,0.35,0.17,1.82,315.35,68.77
4013,5.85,0.35,0.17,1.73,304.05,70.2
4014,5.54,0.35,0.17,1.57,306.05,71.62
4015,5.24,0.35,0.17,1.61,314.25,72.52
4016,5.03,0.34,0.17,1.73,326.5,73.07
4017,4.91,0.34,0.17,1.7,317.75,73.92
4018,4.71,0.35,0.17,1.07,226.3,75.01
4019,4.45,0.34,0.17,0.69,212.3,76.13
4020,4.37,0.34,0.17,0.87,293.55,76.99
4021,4.39,0.34,0.17,1.24,310.5,77.38
4022,4.22,0.34,0.17,1.15,325.9,78.3
4023,4.04,0.34,0.17,0.94,332.95,79.12
4024,3.93,0.34,0.17,0.94,310.1,79.42
4025,3.78,0.34,0.17,0.55,147.39,80.42
4026,3.46,0.34,0.17,0.35,87.64,83.55
4027,3.19,0.34,0.17,0.7,231.45,84.85
4028,2.97,0.34,0.17,0.7,203.6,85.85
4029,2.59,0.34,0.17,0.54,137.55,88.45
4030,2.01,0.34,0.17,0.75,113.23,90.1
4031,1.76,0.34,0.17,0.65,105.02,90.85
4032,1.74,0.34,0.17,0.64,115.25,90.75
4033,1.45,0.34,0.17,0.92,104.5,91.5
4034,1.14,0.34,0.17,0.75,108.3,92.1
4035,1.02,0.34,0.17,0.81,99.8,91.85
4036,1,0.34,0.17,0.78,109.6,91.8
4037,0.85,0.34,0.17,0.52,60.5,92.3
4038,0.61,0.34,0.17,0.38,49.25,93.2
4039,0.45,0.34,0.17,0.47,115.55,94
4040,0.3,0.34,0.17,0.93,197.05,94.25
4041,0.22,0.34,0.17,1.22,208.55,94.15
4042,0.26,0.34,0.17,0.87,141.65,94.05
4043,0.29,0.34,0.17,0.75,112.7,94.05
4044,0.41,0.34,0.17,0.98,117.75,93.65
4045,0.43,0.34,0.17,0.93,106.9,93.55
4046,0.39,0.34,0.17,0.9,109.2,93.7
4047,0.4,0.34,0.17,0.76,124.3,93.45
4048,0.21,0.34,0.17,0.75,87.75,93.95
4049,0.01,0.34,0.17,0.83,78.66,94.7
4050,-0.06,0.34,0.17,0.87,68.58,94.9
4051,-0.31,0.34,0.17,0.93,83.83,95.45
4052,-0.49,0.34,0.17,1,90.74,96
4053,-0.42,0.34,0.17,1.04,39.31,95.95
4054,-0.42,0.34,0.17,1.05,81.42,95.9
4055,-0.6,0.34,0.17,0.87,146.1,96.55
4056,-0.75,0.34,0.17,0.76,130.75,96.85
4057,-0.81,0.34,0.17,0.71,93.92,96.85
4058,-0.78,0.34,0.17,0.75,98.92,96.8
4059,-0.73,0.34,0.17,0.85,113.05,96.55
4060,-0.75,0.34,0.17,0.88,116.5,96.45
4061,-0.84,0.34,0.17,0.98,108.8,96.55
4062,-0.9,0.49,0.26,1.19,115,96.75
4063,-0.85,1.49,1.14,1.18,143.35,96.8
4064,-0.68,4.01,3.51,1.09,127.55,96.35
4065,-0.53,8.29,7.55,0.89,124.05,95.75
4066,-0.59,15.25,13.43,0.57,115.4,95.85
4067,-0.56,27.57,20.85,0.65,78.7,95.6
4068,-0.24,42.23,27.99,0.67,92.14,94.2
4069,0.13,56.69,33.7,0.74,124.8,92.6
4070,0.44,77.73,38.01,1.06,141.75,91.55
4071,0.77,100.9,41.42,1.07,140.3,90.5
4072,1.07,122.8,44.26,1.09,127.65,89.2
4073,1.49,147.75,46.26,1.07,130.3,87.65
4074,2.02,173.4,47.87,0.96,145.95,86.1
4075,2.48,197.6,49.54,1.08,151.95,85.05
4076,2.99,220.35,51.34,1.05,168.85,83.75
4077,3.45,243.05,53.41,1.24,168.15,82.55
4078,3.8,266.5,55.55,1.44,154.6,81.6
4079,4.34,289.45,57.87,1.04,143.3,79.09
4080,5.11,313.7,59.65,0.54,74.76,75.96
4081,6.14,347.6,60.05,0.34,137.96,73.22
4082,6.94,380.85,59.22,0.37,242.5,71.25
4083,7.14,405.55,57.47,0.48,126.18,70.78
4084,7.49,429.45,57.15,0.4,130.48,68.97
4085,7.76,452.8,59.8,0.35,169.35,67.48
4086,7.82,474.6,62.67,0.52,200.45,67.12
4087,7.69,496.15,64.53,0.57,175.46,67.6
4088,7.47,516.4,66.48,0.68,189.27,67.4
4089,7.68,530.95,65.05,0.7,284.35,64.43
4090,8.04,543.9,60.55,0.7,160,62.52
4091,8.21,557.8,57.24,0.7,58.78,61.97
4092,8.43,561.25,56.62,0.59,36.73,60.1
4093,8.48,572.3,56.39,0.8,191.5,59.7
4094,8.84,590,54.7,0.78,316.1,58.34
4095,9.81,597.5,52.94,0.52,280.4,54.41
